Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1A_IW_SLC__1SDV_20190304T204314_20190304T204341_026193_02ECAF_2320,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190304T204314_20190304T204341_026193_02ECAF_2320.zip,S1A_IW_SLC__1SDV_20190421T204315_20190421T204343_026893_030642_5B88,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190421T204315_20190421T204343_026893_030642_5B88.zip,44,48
S1A_IW_SLC__1SDV_20190304T204314_20190304T204341_026193_02ECAF_2320,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190304T204314_20190304T204341_026193_02ECAF_2320.zip,S1A_IW_SLC__1SDV_20190421T204250_20190421T204317_026893_030642_7071,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190421T204250_20190421T204317_026893_030642_7071.zip,85,48
S1A_IW_SLC__1SDV_20190304T204314_20190304T204341_026193_02ECAF_2320,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190304T204314_20190304T204341_026193_02ECAF_2320.zip,S1A_IW_SLC__1SDV_20190503T204315_20190503T204343_027068_030CA5_5097,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190503T204315_20190503T204343_027068_030CA5_5097.zip,16,60
S1A_IW_SLC__1SDV_20190304T204314_20190304T204341_026193_02ECAF_2320,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190304T204314_20190304T204341_026193_02ECAF_2320.zip,S1A_IW_SLC__1SDV_20190503T204250_20190503T204317_027068_030CA5_E51F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190503T204250_20190503T204317_027068_030CA5_E51F.zip,55,60
S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178.zip,S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD.zip,116,12
S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178.zip,S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B.zip,155,12
S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178.zip,S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136.zip,110,24
S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178.zip,S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B.zip,150,24
S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178.zip,S1A_IW_SLC__1SDV_20190409T204314_20190409T204342_026718_02FFF6_FCDF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190409T204314_20190409T204342_026718_02FFF6_FCDF.zip,147,36
S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178.zip,S1A_IW_SLC__1SDV_20190409T204249_20190409T204316_026718_02FFF6_CF96,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190409T204249_20190409T204316_026718_02FFF6_CF96.zip,186,36
S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178.zip,S1A_IW_SLC__1SDV_20190421T204315_20190421T204343_026893_030642_5B88,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190421T204315_20190421T204343_026893_030642_5B88.zip,20,48
S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178.zip,S1A_IW_SLC__1SDV_20190421T204250_20190421T204317_026893_030642_7071,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190421T204250_20190421T204317_026893_030642_7071.zip,61,48
S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178.zip,S1A_IW_SLC__1SDV_20190503T204315_20190503T204343_027068_030CA5_5097,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190503T204315_20190503T204343_027068_030CA5_5097.zip,8,60
S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190304T204249_20190304T204316_026193_02ECAF_F178.zip,S1A_IW_SLC__1SDV_20190503T204250_20190503T204317_027068_030CA5_E51F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190503T204250_20190503T204317_027068_030CA5_E51F.zip,31,60
S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD.zip,S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136.zip,6,12
S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD.zip,S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B.zip,34,12
S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD.zip,S1A_IW_SLC__1SDV_20190409T204314_20190409T204342_026718_02FFF6_FCDF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190409T204314_20190409T204342_026718_02FFF6_FCDF.zip,31,24
S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD.zip,S1A_IW_SLC__1SDV_20190409T204249_20190409T204316_026718_02FFF6_CF96,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190409T204249_20190409T204316_026718_02FFF6_CF96.zip,70,24
S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD.zip,S1A_IW_SLC__1SDV_20190421T204315_20190421T204343_026893_030642_5B88,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190421T204315_20190421T204343_026893_030642_5B88.zip,96,36
S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD.zip,S1A_IW_SLC__1SDV_20190421T204250_20190421T204317_026893_030642_7071,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190421T204250_20190421T204317_026893_030642_7071.zip,55,36
S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD.zip,S1A_IW_SLC__1SDV_20190503T204315_20190503T204343_027068_030CA5_5097,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190503T204315_20190503T204343_027068_030CA5_5097.zip,124,48
S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD.zip,S1A_IW_SLC__1SDV_20190503T204250_20190503T204317_027068_030CA5_E51F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190503T204250_20190503T204317_027068_030CA5_E51F.zip,85,48
S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD.zip,S1A_IW_SLC__1SDV_20190515T204316_20190515T204343_027243_031258_3086,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190515T204316_20190515T204343_027243_031258_3086.zip,54,60
S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204314_20190316T204341_026368_02F31B_BDBD.zip,S1A_IW_SLC__1SDV_20190515T204251_20190515T204318_027243_031258_C9D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190515T204251_20190515T204318_027243_031258_C9D7.zip,15,60
S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B.zip,S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136.zip,45,12
S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B.zip,S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B.zip,5,12
S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B.zip,S1A_IW_SLC__1SDV_20190409T204314_20190409T204342_026718_02FFF6_FCDF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190409T204314_20190409T204342_026718_02FFF6_FCDF.zip,8,24
S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B.zip,S1A_IW_SLC__1SDV_20190409T204249_20190409T204316_026718_02FFF6_CF96,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190409T204249_20190409T204316_026718_02FFF6_CF96.zip,31,24
S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B.zip,S1A_IW_SLC__1SDV_20190421T204315_20190421T204343_026893_030642_5B88,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190421T204315_20190421T204343_026893_030642_5B88.zip,135,36
S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B.zip,S1A_IW_SLC__1SDV_20190421T204250_20190421T204317_026893_030642_7071,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190421T204250_20190421T204317_026893_030642_7071.zip,94,36
S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B.zip,S1A_IW_SLC__1SDV_20190503T204315_20190503T204343_027068_030CA5_5097,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190503T204315_20190503T204343_027068_030CA5_5097.zip,163,48
S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B.zip,S1A_IW_SLC__1SDV_20190503T204250_20190503T204317_027068_030CA5_E51F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190503T204250_20190503T204317_027068_030CA5_E51F.zip,124,48
S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B.zip,S1A_IW_SLC__1SDV_20190515T204316_20190515T204343_027243_031258_3086,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190515T204316_20190515T204343_027243_031258_3086.zip,93,60
S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190316T204249_20190316T204316_026368_02F31B_348B.zip,S1A_IW_SLC__1SDV_20190515T204251_20190515T204318_027243_031258_C9D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190515T204251_20190515T204318_027243_031258_C9D7.zip,54,60
S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136.zip,S1A_IW_SLC__1SDV_20190409T204314_20190409T204342_026718_02FFF6_FCDF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190409T204314_20190409T204342_026718_02FFF6_FCDF.zip,37,12
S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136.zip,S1A_IW_SLC__1SDV_20190409T204249_20190409T204316_026718_02FFF6_CF96,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190409T204249_20190409T204316_026718_02FFF6_CF96.zip,76,12
S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136.zip,S1A_IW_SLC__1SDV_20190421T204315_20190421T204343_026893_030642_5B88,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190421T204315_20190421T204343_026893_030642_5B88.zip,90,24
S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136.zip,S1A_IW_SLC__1SDV_20190421T204250_20190421T204317_026893_030642_7071,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190421T204250_20190421T204317_026893_030642_7071.zip,49,24
S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136.zip,S1A_IW_SLC__1SDV_20190503T204315_20190503T204343_027068_030CA5_5097,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190503T204315_20190503T204343_027068_030CA5_5097.zip,118,36
S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136.zip,S1A_IW_SLC__1SDV_20190503T204250_20190503T204317_027068_030CA5_E51F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190503T204250_20190503T204317_027068_030CA5_E51F.zip,79,36
S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136.zip,S1A_IW_SLC__1SDV_20190515T204316_20190515T204343_027243_031258_3086,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190515T204316_20190515T204343_027243_031258_3086.zip,48,48
S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136.zip,S1A_IW_SLC__1SDV_20190515T204251_20190515T204318_027243_031258_C9D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190515T204251_20190515T204318_027243_031258_C9D7.zip,9,48
S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136.zip,S1A_IW_SLC__1SDV_20190527T204316_20190527T204344_027418_0317CB_1300,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190527T204316_20190527T204344_027418_0317CB_1300.zip,17,60
S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204314_20190328T204342_026543_02F983_1136.zip,S1A_IW_SLC__1SDV_20190527T204251_20190527T204318_027418_0317CB_F6B2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190527T204251_20190527T204318_027418_0317CB_F6B2.zip,23,60
S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B.zip,S1A_IW_SLC__1SDV_20190409T204314_20190409T204342_026718_02FFF6_FCDF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190409T204314_20190409T204342_026718_02FFF6_FCDF.zip,3,12
S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B.zip,S1A_IW_SLC__1SDV_20190409T204249_20190409T204316_026718_02FFF6_CF96,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190409T204249_20190409T204316_026718_02FFF6_CF96.zip,36,12
S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B.zip,S1A_IW_SLC__1SDV_20190421T204315_20190421T204343_026893_030642_5B88,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190421T204315_20190421T204343_026893_030642_5B88.zip,130,24
S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B.zip,S1A_IW_SLC__1SDV_20190421T204250_20190421T204317_026893_030642_7071,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190421T204250_20190421T204317_026893_030642_7071.zip,89,24
S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B.zip,S1A_IW_SLC__1SDV_20190503T204315_20190503T204343_027068_030CA5_5097,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190503T204315_20190503T204343_027068_030CA5_5097.zip,158,36
S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B.zip,S1A_IW_SLC__1SDV_20190503T204250_20190503T204317_027068_030CA5_E51F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190503T204250_20190503T204317_027068_030CA5_E51F.zip,119,36
S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B.zip,S1A_IW_SLC__1SDV_20190515T204316_20190515T204343_027243_031258_3086,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190515T204316_20190515T204343_027243_031258_3086.zip,88,48
S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B.zip,S1A_IW_SLC__1SDV_20190515T204251_20190515T204318_027243_031258_C9D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190515T204251_20190515T204318_027243_031258_C9D7.zip,49,48
S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B.zip,S1A_IW_SLC__1SDV_20190527T204316_20190527T204344_027418_0317CB_1300,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190527T204316_20190527T204344_027418_0317CB_1300.zip,57,60
S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190328T204249_20190328T204316_026543_02F983_482B.zip,S1A_IW_SLC__1SDV_20190527T204251_20190527T204318_027418_0317CB_F6B2,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190527T204251_20190527T204318_027418_0317CB_F6B2.zip,17,60
S1A_IW_SLC__1SDV_20190409T204314_20190409T204342_026718_02FFF6_FCDF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190409T204314_20190409T204342_026718_02FFF6_FCDF.zip,S1A_IW_SLC__1SDV_20190421T204315_20190421T204343_026893_030642_5B88,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190421T204315_20190421T204343_026893_030642_5B88.zip,127,12
S1A_IW_SLC__1SDV_20190409T204314_20190409T204342_026718_02FFF6_FCDF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190409T204314_20190409T204342_026718_02FFF6_FCDF.zip,S1A_IW_SLC__1SDV_20190421T204250_20190421T204317_026893_030642_7071,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190421T204250_20190421T204317_026893_030642_7071.zip,86,12
S1A_IW_SLC__1SDV_20190409T204314_20190409T204342_026718_02FFF6_FCDF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190409T204314_20190409T204342_026718_02FFF6_FCDF.zip,S1A_IW_SLC__1SDV_20190503T204315_20190503T204343_027068_030CA5_5097,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190503T204315_20190503T204343_027068_030CA5_5097.zip,155,24
S1A_IW_SLC__1SDV_20190409T204314_20190409T204342_026718_02FFF6_FCDF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190409T204314_20190409T204342_026718_02FFF6_FCDF.zip,S1A_IW_SLC__1SDV_20190503T204250_20190503T204317_027068_030CA5_E51F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190503T204250_20190503T204317_027068_030CA5_E51F.zip,116,24
